Date,Close,High,Low,Open,Volume,month_marker
,^HSI,^HSI,^HSI,^HSI,^HSI,
2018-03-09,30996.21094,30996.21094,30840.80078,30858.26953,1470749100,
2018-03-12,31594.33008,31607.58008,31342.48047,31536.30078,2173275800,
2018-03-13,31601.44922,31709.99023,31461.4707,31570.19922,2111965400,
2018-03-14,31435.00977,31453.48047,31141.84961,31321.78906,1707584900,
2018-03-15,31541.09961,31583.38086,31121.66016,31181.15039,1496758200,
2018-03-16,31501.9707,31564.7793,31337.44922,31363.0293,2345452800,
2018-03-19,31513.75977,31656.30078,31244.61914,31370.4707,1440844700,
2018-03-20,31549.92969,31576.05078,31183.40039,31315.41992,1746878600,
2018-03-21,31414.51953,31978.14063,31381.53906,31811.98047,2309098300,
2018-03-22,31071.05078,31686.66992,31018.43945,31575.92969,2103533300,
2018-03-23,30309.28906,30320.31055,29930.23047,29930.23047,3522395400,
2018-03-26,30548.76953,30548.76953,29995.16016,30267.07031,2317282800,
2018-03-27,30790.83008,30985.75,30738.75977,30985.75,2049855800,
2018-03-28,30022.5293,30637.21094,30022.5293,30510.38086,2209028300,
2018-03-29,30093.38086,30252.94922,29819.63086,30154.17969,2167328200,
2018-04-03,30180.09961,30269.2793,29755.35938,29927.88086,1908642500,
2018-04-04,29518.68945,30329.08008,29518.68945,30244.2207,1816082600,
2018-04-06,29844.93945,29980.56055,29608.33008,29750.24023,1698284100,
2018-04-09,30229.58008,30514.80078,29909.36914,30104.32031,1841272200,
2018-04-10,30728.74023,30806.85938,30163.08984,30205.08984,2270263700,
2018-04-11,30897.71094,31021.11914,30723.07031,30761.23047,2291863000,
2018-04-12,30831.2793,31094.10938,30637.14063,31094.10938,1754477200,
2018-04-13,30808.38086,31076.75977,30707.76953,31076.75977,1406304600,
2018-04-16,30315.58984,30849.7207,30190.75,30849.7207,1827774700,
2018-04-17,30062.75,30477.78906,30012.69922,30354.89063,1916884600,
2018-04-18,30284.25,30487.16992,29979.40039,30469.94922,2001652800,
2018-04-19,30708.43945,30761.4707,30451,30532.94922,2221670500,
2018-04-20,30418.33008,30848.4707,30355.78906,30647.93945,1661298600,
2018-04-23,30254.40039,30481.85938,30184.44922,30327.0293,1516737400,
2018-04-24,30636.24023,30665.09961,30335.28906,30353.83008,1741299100,
2018-04-25,30328.15039,30507.18945,30244.16016,30486.85938,1674472500,
2018-04-26,30007.67969,30463.41992,29871.19922,30378.15039,1765452500,
2018-04-27,30280.66992,30336,30019.11914,30300.83008,1610929100,
2018-04-30,30808.44922,30853.13086,30483.91016,30530.40039,1923280800,End
2018-05-02,30723.88086,30824.76953,30570.81055,30782.21094,1643135500,
2018-05-03,30313.36914,30432.07031,30118.65039,30405.48047,1736327100,
2018-05-04,29926.5,30341.46094,29859.30078,30316.98047,1754754700,
2018-05-07,29994.25977,30138.33008,29791.86914,30102.06055,1441380300,
2018-05-08,30402.81055,30444.2207,30123.76953,30123.76953,1623605700,
2018-05-09,30536.14063,30568.75977,30346.61914,30452.16016,1360669300,
2018-05-10,30809.2207,30851.30078,30712.92969,30716.9707,1534597300,
2018-05-11,31122.06055,31277.39063,31032.43945,31151.80078,1627487900,
2018-05-14,31541.08008,31592.56055,31423.57031,31498.35938,1794416600,
2018-05-15,31152.0293,31573.17969,31152.0293,31573.17969,1566899600,
2018-05-16,31110.19922,31218.08008,30818.7793,31014.7207,1348037300,
2018-05-17,30942.15039,31416.71094,30942.15039,31416.71094,1499907300,
2018-05-18,31047.91016,31148.06055,30904.67969,31033.9707,1722070700,
2018-05-21,31234.34961,31464.09961,31232.78906,31232.78906,1599624500,
2018-05-23,30665.64063,31191.86914,30665.64063,31191.86914,2434017000,
2018-05-24,30760.41016,30788.9707,30589.38086,30718.66016,1579074300,
2018-05-25,30588.03906,30736.9707,30525.74023,30664.26953,1677533500,
2018-05-28,30792.25977,30839.30078,30530.4707,30759.83984,1736227200,
2018-05-29,30484.58008,30713.32031,30454.17969,30647.25977,1658628600,
2018-05-30,30056.78906,30241.23047,29964.33984,30109.36914,2407803400,
2018-05-31,30468.56055,30533.58008,30148.42969,30274.17969,4110003600,End
2018-06-01,30492.91016,30581.11914,30363.49023,30548.7793,2778527900,Start
2018-06-04,30997.98047,31012.91992,30743.17969,30836.76953,1836620100,
2018-06-05,31093.44922,31188.92969,30896.10938,31009.4707,1722042700,
2018-06-06,31259.09961,31332.41992,31161.36914,31162.01953,1465410700,
2018-06-07,31512.63086,31521.13086,31369.2793,31464.63086,1937967000,
2018-06-08,30958.21094,31435.25977,30874.09961,31435.25977,1721286300,
2018-06-11,31063.69922,31134.0293,30898.57031,31016.51953,1323340300,
2018-06-12,31103.06055,31242.85938,30944.9707,31029.84961,1378992000,
2018-06-13,30725.15039,31023.73047,30688.25977,30990.36914,1630943500,
2018-06-14,30440.16992,30777.96094,30349.96094,30684.07031,2128385000,
2018-06-15,30309.49023,30519.28906,30259.10938,30411.07031,2336474000,
2018-06-19,29468.15039,30012.03906,29332.2793,29999.00977,3563935000,
2018-06-20,29696.16992,29944.30078,29406.19922,29478.46094,2235041100,
2018-06-21,29296.05078,29882.26953,29285.71094,29764.05078,2026711800,
2018-06-22,29338.69922,29436.83984,29089.39063,29215.53906,2153358900,
2018-06-25,28961.39063,29403.35938,28895.40039,29326.11914,2300773700,
2018-06-26,28881.40039,29034.23047,28505.08984,28881.17969,2528392900,
2018-06-27,28356.25977,28988.83008,28342.82031,28957.64063,2572195600,
2018-06-28,28497.32031,28567.28906,28169.09961,28368.00977,2569401700,
2018-06-29,28955.10938,28962.28906,28463.84961,28463.84961,2390149600,
2018-07-03,28545.57031,28617,27990.44922,28617,3283196100,
2018-07-04,28241.66992,28642.33984,28141.2793,28546.32031,2102178600,
2018-07-05,28182.08984,28320.90039,27830.75,28101.84961,1879594600,
2018-07-06,28315.61914,28554.21094,27925.33008,28254.36914,2018289300,
2018-07-09,28688.5,28821.53906,28518.51953,28606.16016,1877898300,
2018-07-10,28682.25,28981.92969,28682.25,28900.71094,1667619300,
2018-07-11,28311.68945,28365.7207,28013.7207,28013.7207,1871183500,
2018-07-12,28480.83008,28614.5293,28217.31055,28260.08984,1850926800,
2018-07-13,28525.43945,28715.35938,28500.50977,28689.17969,1449784600,
2018-07-16,28539.66016,28699.21094,28327,28580.96094,1239642900,
2018-07-17,28181.67969,28460.86914,28137.94922,28451.5,1700682900,
2018-07-18,28117.41992,28386.38086,28045.4707,28352.10938,1507604000,
2018-07-19,28010.85938,28329.98047,27998.35938,28251.16016,1495109900,
2018-07-20,28224.48047,28294.74023,27745.84961,28054.75977,2439680200,
2018-07-23,28256.11914,28391.58008,28091.06055,28298.60938,1893557000,
2018-07-24,28662.57031,28718,28282.30078,28282.30078,2416350500,
2018-07-25,28920.90039,28964.78906,28764.34961,28906.9707,1632380100,
2018-07-26,28781.14063,29083.40039,28625.08008,29083.40039,1418097900,
2018-07-27,28804.2793,28816.68945,28572.78906,28734.73047,1206039800,
2018-07-30,28733.13086,28839.24023,28539.56055,28631.05078,1231291800,
2018-07-31,28583.00977,28682.31055,28538.0293,28663.14063,1464571200,End
2018-08-01,28340.74023,28772.80078,28219.9707,28756.7207,1516068100,Start
2018-08-02,27714.56055,28218.2793,27578.08984,28159.00977,1989173700,
2018-08-03,27676.32031,27786.15039,27604.56055,27751.59961,1608505200,
2018-08-06,27819.56055,28074.5293,27730.41992,27885.50977,1445836100,
2018-08-07,28248.88086,28266.67969,27843.16016,27889.43945,1553852900,
2018-08-08,28359.14063,28473.48047,28224.46094,28473.48047,1611650400,
2018-08-09,28607.30078,28728.16992,28192.81055,28260.5,1448212200,
2018-08-10,28366.61914,28665.90039,28296.99023,28614.73047,1284477700,
2018-08-13,27936.57031,28085.16992,27823.21094,27956.7793,1484354700,
2018-08-14,27752.92969,27946.55078,27522.82031,27938.32031,1490419600,
2018-08-15,27323.58984,27727.26953,27249.08008,27724.7207,1913746300,
2018-08-16,27100.06055,27405.25,26871.10938,26871.10938,2138210600,
2018-08-17,27213.41016,27450.83984,27101.09961,27388.57031,1557764000,
2018-08-20,27598.01953,27609.80078,27209.2207,27273.7793,1660834700,
2018-08-21,27752.78906,27771.30078,27526.30078,27670.53906,1699480400,
2018-08-22,27927.58008,27954.51953,27579.80078,27836.67969,1784465100,
2018-08-23,27790.46094,28051.65039,27659.21094,28005.33008,1462580600,
2018-08-24,27671.86914,27830.91016,27532.06055,27565.98047,1492245200,
2018-08-27,28271.26953,28289.06055,27956.03906,28016.66016,2133548500,
2018-08-28,28351.61914,28579.64063,28234.5293,28530.89063,1651324700,
2018-08-29,28416.43945,28485.83008,28272.13086,28362.83984,1365810400,
2018-08-30,28164.05078,28533.92969,28121.40039,28533.92969,1292190100,
2018-08-31,27888.55078,27962.0293,27720.32031,27798.21094,1923264400,End
2018-09-03,27712.53906,27822.18945,27577.03906,27809.44922,1396877700,
2018-09-04,27973.33984,27984.89063,27563.78906,27619.17969,1102334700,
2018-09-05,27243.84961,27861.99023,27208.33984,27789.01953,1913637000,
2018-09-06,26974.82031,27268.39063,26818.82031,27069.21094,2172071800,
2018-09-07,26973.4707,27196.57031,26669.58008,26895.86914,2859939000,
2018-09-10,26613.41992,26926.63086,26453.28906,26922.26953,2045973800,
2018-09-11,26422.55078,26690.65039,26394.86914,26611.92969,1688227600,
2018-09-12,26345.03906,26468.91016,26219.56055,26462.82031,2255883500,
2018-09-13,27014.49023,27014.49023,26648.76953,26798.39063,2336699600,
2018-09-14,27286.41016,27340.01953,27027.44922,27229.78906,1707220300,
2018-09-17,26932.84961,27037.48047,26763.21094,27029.91016,1262149500,
2018-09-18,27084.66016,27156.55078,26648.99023,26846.33008,1810262900,
2018-09-19,27407.36914,27488.34961,27085.78906,27170.01953,1874196000,
2018-09-20,27477.66992,27628.18945,27327.23047,27605.7207,1399791400,
2018-09-21,27953.58008,27965.96094,27536.26953,27712.34961,2777208200,
2018-09-24,27499.39063,27783.84961,27425.00977,27783.84961,1511079800,
2018-09-26,27816.86914,28031.81055,27589.36914,27606.81055,2338781100,
2018-09-27,27715.66992,27928.28906,27638.53906,27912.50977,1440548100,
2018-09-28,27788.51953,27927.94922,27672.83008,27879.06055,1636511300,
2018-10-02,27126.38086,27716.16016,27073.08008,27716.16016,2081279200,
2018-10-03,27091.25977,27270.16016,26840.19922,26840.19922,1316749100,
2018-10-04,26623.86914,27029.40039,26551.43945,27029.40039,1903259700,
2018-10-05,26572.57031,26639.64063,26373.46094,26503.75,1684117300,
2018-10-08,26202.57031,26717.59961,26187.83008,26717.59961,2296488600,
2018-10-09,26172.91016,26366.59961,26067.50977,26194.16992,1744919700,
2018-10-10,26193.07031,26499.83984,26193.07031,26281.2793,1719141400,
2018-10-11,25266.36914,25437.84961,25125.2207,25392.90039,3090446400,
2018-10-12,25801.49023,25835.75977,25286.85938,25401.41016,2099313400,
2018-10-15,25445.06055,25683.58984,25399.53906,25683.58984,1614888500,
2018-10-16,25462.25977,25712.13086,25266.53906,25586.16016,1467251700,
2018-10-18,25454.55078,25674.66016,25261.7207,25674.66016,1764725000,
2018-10-19,25561.40039,25743.44922,25090.30078,25172.0293,2037871700,
2018-10-22,26153.15039,26234.85938,25668.33008,25668.33008,2222812200,
2018-10-23,25346.55078,26015.49023,25315.75977,26015.49023,1772912000,
2018-10-24,25249.7793,25653.35938,25194.28906,25401.16992,1962753500,
2018-10-25,24994.46094,24994.46094,24653.78906,24766.7207,2288634200,
2018-10-26,24717.63086,25062.19922,24589.03906,25031.49023,1688395600,
2018-10-29,24812.03906,24955.78906,24594.74023,24955.78906,2000985900,
2018-10-30,24585.5293,24939.17969,24540.63086,24765.11914,2100387500,
2018-10-31,24979.68945,24979.68945,24700.10938,24752.83008,2363084500,End
2018-11-01,25416,25535.11914,25190.90039,25228.75,2176972600,Start
2018-11-02,26486.34961,26486.34961,25909.71094,25980.43945,3518978800,
2018-11-05,25934.39063,26146.81055,25747.51953,26050.33984,1626675400,
2018-11-06,26120.96094,26159.83008,25826.68945,26062.24023,1562913100,
2018-11-07,26147.68945,26530.86914,25920.7207,26125.08984,1731287400,
2018-11-08,26227.7207,26491.26953,26141.25,26491.26953,1654626400,
2018-11-09,25601.91992,25925.08984,25475.32031,25925.08984,1839798600,
2018-11-12,25633.17969,25765.96094,25505.33008,25576.2793,1171178800,
2018-11-13,25792.86914,25792.86914,25092.30078,25092.30078,1689989400,
2018-11-14,25654.42969,25874.35938,25489.85938,25874.35938,1431673200,
2018-11-15,26103.33984,26127.14063,25611.7207,25862.17969,1534457400,
2018-11-16,26183.5293,26197.31055,25850.03906,26041.56055,1330024100,
2018-11-19,26372,26397.39063,26146.39063,26278.86914,1320040400,
2018-11-20,25840.33984,26132.28906,25776.2207,26043.50977,1205800000,
2018-11-21,25971.4707,25998.2793,25494.50977,25496.84961,1397423500,
2018-11-22,26019.41016,26139.39063,25873.38086,26139.39063,1010983600,
2018-11-23,25927.67969,25983.25,25807.25977,25950.07031,877061500,
2018-11-26,26376.17969,26413.75977,26031.90039,26099.34961,1611982200,
2018-11-27,26331.96094,26417.83984,26158.9707,26345.36914,1394358800,
2018-11-28,26682.56055,26705.30078,26332.66016,26406.67969,1415273800,
2018-11-29,26451.0293,26923.33008,26399.81055,26904.21094,1469593600,
2018-11-30,26506.75,26683.25,26396.61914,26506.08984,2000815900,End
2018-12-03,27182.03906,27259.42969,27006.83008,27185.66016,2549703200,
2018-12-04,27260.43945,27260.43945,26984.71094,27119.18945,1880483300,
2018-12-05,26819.67969,26914.86914,26745.68945,26745.68945,1330919400,
2018-12-06,26156.38086,26381.11914,26016.08984,26349.41992,2123180600,
2018-12-07,26063.75977,26280.66016,26055.7793,26249.81055,2726993500,
2018-12-10,25752.38086,25845.33984,25570.89063,25794.94922,1544284600,
2018-12-11,25771.66992,25861.73047,25623.40039,25623.40039,1190934600,
2018-12-12,26186.71094,26238.73047,26013.35938,26054.00977,1429660600,
2018-12-13,26524.34961,26581.92969,26314.76953,26417.89063,1747235100,
2018-12-14,26094.78906,26219,26061.4707,26219,1344364100,
2018-12-17,26087.98047,26186.30078,26002.30078,26178.03906,1036879300,
2018-12-18,25814.25,26152.88086,25713.5,25903.98047,1449449300,
2018-12-19,25865.39063,25925.99023,25784.08984,25860.67969,1430181500,
2018-12-20,25623.5293,25859.82031,25416.88086,25723.5293,1717860300,
2018-12-21,25753.41992,25805.60938,25313.75,25512.30078,1935298900,
2018-12-24,25651.38086,25651.38086,25421.42969,25515.40039,1074120100,
2018-12-27,25478.88086,25920.63086,25446.80078,25818.81055,1313061500,
2018-12-28,25504.19922,25600.25,25416.35938,25502.33984,1224894400,
2018-12-31,25845.69922,25916.23047,25682.66016,25732.51953,826507300,End
2019-01-02,25130.34961,25824.43945,25055.26953,25824.43945,1666316400,
2019-01-03,25064.35938,25262.21094,24896.86914,25077.67969,1481291700,
2019-01-04,25626.0293,25626.0293,24924.73047,24946.11914,1708572100,
2019-01-07,25835.69922,26043.64063,25753.46094,26015.83984,1447090300,
2019-01-08,25875.44922,25960.89063,25688.5,25852.5,1578205700,
2019-01-09,26462.32031,26597.07031,26192.65039,26237.28906,2680892000,
2019-01-10,26521.42969,26588.21094,26212.33984,26391.7793,1939043900,
2019-01-11,26667.26953,26692.01953,26494.85938,26692.01953,1799353900,
2019-01-14,26298.33008,26575.33008,26195.7793,26559.67969,1426017400,
2019-01-15,26830.28906,26838.55078,26427.44922,26518.61914,1822902000,
2019-01-16,26902.09961,26903.7793,26567.51953,26702.92969,1714886500,
2019-01-17,26755.63086,27012.18945,26703.31055,26953.21094,1860541000,
2019-01-18,27090.81055,27116.65039,26915.08008,26993.43945,1692701900,
2019-01-21,27196.53906,27323.60938,27084.30078,27134.26953,1640014700,
2019-01-22,27005.44922,27223.69922,26854.66016,27189.40039,1578449700,
2019-01-23,27008.19922,27131.2207,26879.91016,26879.91016,1381999400,
2019-01-24,27120.98047,27120.98047,26889.78906,27075.36914,1323732100,
2019-01-25,27569.18945,27569.18945,27217.75,27282.88086,2264965800,
2019-01-28,27576.96094,27790.2207,27462.36914,27695.81055,1705146300,
2019-01-29,27531.67969,27575.36914,27328.16992,27397.53906,1821838000,
2019-01-30,27642.84961,27642.84961,27369.75,27571.41016,1821894600,
2019-01-31,27942.4707,28010.90039,27773.98047,27842.05078,2225282600,End
2019-02-01,27930.74023,28193.2793,27802.5,28193.2793,1669716900,Start
2019-02-04,27990.21094,28005.15039,27847.42969,27985.41992,808061300,
2019-02-08,27946.32031,28008.82031,27534.19922,27708.13086,1527669600,
2019-02-11,28143.83984,28143.83984,27847.84961,27927.44922,1384082500,
2019-02-12,28171.33008,28219.58984,27983.48047,28093.31055,1492521500,
2019-02-13,28497.58984,28533.35938,28160.46094,28184.86914,1930777700,
2019-02-14,28432.05078,28476.65039,28275.17969,28396.40039,1433724900,
2019-02-15,27900.83984,28256.68945,27845.86914,28241.43945,1781495400,
2019-02-18,28347.00977,28412.08008,28186.75,28186.75,1549943500,
2019-02-19,28228.13086,28488.9707,28208.86914,28440.49023,1653127000,
2019-02-20,28514.05078,28599.76953,28357.30078,28404.67969,1928707100,
2019-02-21,28629.91992,28759.34961,28364.84961,28450,1814520300,
2019-02-22,28816.30078,28816.30078,28430.19922,28478.96094,1706490600,
2019-02-25,28959.30078,29009.98047,28763.46094,28975.51953,3517972400,
2019-02-26,28772.06055,28971.23047,28700.00977,28971.23047,2758187900,
2019-02-27,28757.43945,29014.18945,28701.4707,28833.16016,2378404200,
2019-02-28,28633.17969,28917.49023,28571.13086,28719.71094,2086693500,End
2019-03-01,28812.16992,28860.19922,28663.71094,28716.59961,1927040400,Start
2019-03-04,28959.58984,29241.80078,28760.66992,28855.10938,2682948700,
2019-03-05,28961.59961,29025.78906,28734.81055,28823.16016,1951621500,
2019-03-06,29037.59961,29122.81055,28938.39063,29003.25,1794494900,
2019-03-07,28779.44922,29007.07031,28772.44922,28965.41992,1691993300,
2019-03-08,28228.41992,28533.75977,28201.08984,28409.14063,2998999600,
2019-03-11,28503.30078,28512.26953,28240.7793,28265.84961,1525534800,
2019-03-12,28920.86914,28941.08984,28734.08984,28760.26953,1918047200,
2019-03-13,28807.44922,28924.2793,28690.36914,28924.2793,1183090900,
2019-03-14,28851.39063,28932.4707,28696.31055,28891.06055,1390223200,
2019-03-15,29012.25977,29204.73047,28828.25977,28843.85938,1974569100,
2019-03-18,29409.00977,29409.00977,29034.13086,29112.43945,1887811300,
2019-03-19,29466.2793,29486.15039,29319.50977,29419.14063,1747657200,
2019-03-20,29320.9707,29435.81055,29251.25,29357.18945,1580528500,
2019-03-21,29071.56055,29446.76953,29051.84961,29387.75,1750672700,
2019-03-22,29113.35938,29243.09961,28847.33984,29173.33008,1740699100,
2019-03-25,28523.34961,28702.24023,28463.10938,28501.36914,2091121900,
2019-03-26,28566.91016,28701.59961,28435.06055,28677.75977,1406624800,
2019-03-27,28728.25,28781.63086,28551.65039,28564.71094,1475536600,
2019-03-28,28775.21094,28816.58984,28558.80078,28663.19922,1582079600,
2019-03-29,29051.35938,29100.68945,28761.88086,28812.64063,2695223000,
2019-04-01,29562.01953,29612.36914,29383.7207,29383.7207,2475412300,Start
2019-04-02,29624.66992,29736.99023,29534.41992,29736.99023,1858466500,
2019-04-03,29986.39063,29999.33984,29715.76953,29785.26953,2019434600,
2019-04-04,29936.32031,30050.91016,29765.55078,29950.41992,1854467500,
2019-04-08,30077.15039,30185.06055,29913.61914,30119.58008,2321011600,
2019-04-09,30157.49023,30222.01953,30018.98047,30065.99023,2049354000,
2019-04-10,30119.56055,30139.60938,29892.61914,30052.26953,1814064400,
2019-04-11,29839.44922,30184.60938,29783.66992,30138.14063,1897154200,
2019-04-12,29909.75977,29909.75977,29694.84961,29806.34961,1560692000,
2019-04-15,29810.7207,30280.11914,29810.7207,30119.84961,2010638200,
2019-04-16,30129.86914,30142.85938,29665.10938,29754.30078,2546181500,
2019-04-17,30124.67969,30178.58008,30004.9707,30160.68945,2035147300,
2019-04-18,29963.25977,30101.83008,29896.85938,30088.65039,1569930600,
2019-04-23,29963.24023,30055.93945,29755.86914,29782.94922,2006226400,
2019-04-24,29805.83008,30112.18945,29682.86914,30112.18945,1748986700,
2019-04-25,29549.80078,29849.69922,29535.19922,29667.51953,1644483200,
2019-04-26,29605.00977,29672.78906,29504.14063,29513.08008,1411001700,
2019-04-29,29892.81055,29917.10938,29639.38086,29730.84961,1250717200,
2019-04-30,29699.10938,29855.75977,29620.44922,29828.15039,1359023200,End
2019-05-02,29944.17969,29967.74023,29643.05078,29643.05078,1298906600,
2019-05-03,30081.55078,30081.55078,29678.85938,29818.48047,1217388500,
2019-05-06,29209.82031,29384.00977,28956.4707,29342.38086,2934065800,
2019-05-07,29363.01953,29480.03906,29156.44922,29313.58008,1997665400,
2019-05-08,29003.19922,29252,28945.91016,28987.08984,2182802000,
2019-05-09,28311.07031,28891.10938,28281.98047,28839.34961,2907223700,
2019-05-10,28550.24023,28833.44922,28203.2207,28462.33984,2421480000,
2019-05-14,28122.01953,28205.96094,27925.61914,27951.11914,2875261200,
2019-05-15,28268.71094,28441.49023,28171.32031,28171.32031,2244890100,
2019-05-16,28275.07031,28379.36914,28050.7793,28117.48047,2372367500,
2019-05-17,27946.46094,28428,27909.73047,28428,1922181900,
2019-05-20,27787.60938,27999.59961,27699.23047,27959.23047,2260468500,
2019-05-21,27657.24023,27915.16016,27598.06055,27671.40039,2229189200,
2019-05-22,27705.93945,27828.81055,27640.61914,27753.53906,1705803400,
2019-05-23,27267.13086,27523.85938,27169.66992,27505.5293,2219416000,
2019-05-24,27353.92969,27457.58984,27291.93945,27368.67969,1677043500,
2019-05-27,27288.08984,27371.34961,27105.2207,27239.08008,1264256500,
2019-05-28,27390.81055,27490.55078,27230.08984,27274.83008,3043711500,
2019-05-29,27235.71094,27429.36914,27178.71094,27226.94922,2236869000,
2019-05-30,27114.88086,27319.25,27020.73047,27319.25,1884022200,
2019-05-31,26901.08984,27155.35938,26850.26953,27002.96094,1829465900,End
2019-06-03,26893.85938,26968.09961,26735.48047,26909.71094,1716241600,
2019-06-04,26761.51953,26994.08008,26671.90039,26994.08008,1527666000,
2019-06-05,26895.43945,27119.48047,26803.66016,27116.08008,1894174900,
2019-06-06,26965.2793,26984.01953,26837.66992,26935.86914,1601926500,
2019-06-10,27578.64063,27606.41992,27155.0293,27206.60938,2272329600,
2019-06-11,27789.33984,27857.84961,27577.91016,27677.06055,1824700000,
2019-06-12,27308.46094,27603.11914,27222.0293,27603.11914,1866884200,
2019-06-13,27294.71094,27294.71094,26825.34961,27217.7207,1846303100,
2019-06-14,27118.34961,27275.88086,27051.75,27180.74023,2031083500,
2019-06-17,27227.16016,27503.09961,27227.16016,27252.44922,1487266700,
2019-06-18,27498.76953,27584.11914,27201.01953,27289.69922,1550614700,
2019-06-19,28202.14063,28224.86914,28022.49023,28224.86914,2076060300,
2019-06-20,28550.42969,28563.08008,28258.01953,28308.84961,1820185000,
2019-06-21,28473.71094,28581.50977,28359.25,28581.50977,2171897300,
2019-06-24,28513,28634.48047,28358.06055,28400.63086,1338833200,
2019-06-25,28185.98047,28470.09961,28066.13086,28447.96094,1851984100,
2019-06-26,28221.98047,28267.98047,27985.98047,28046.16016,1431402200,
2019-06-27,28621.41992,28621.41992,28287.33984,28352.93945,1679897500,
2019-06-28,28542.61914,28632.58984,28416.96094,28632.58984,1486688000,
2019-07-02,28875.56055,28959.06055,28768.53906,28904.03906,2110432700,
2019-07-03,28855.14063,28891.89063,28721.21094,28781.9707,1291301500,
2019-07-04,28795.76953,29007.98047,28776.48047,28891.9707,928449700,
2019-07-05,28774.83008,28880.58008,28714.91992,28785.5293,846919500,
2019-07-08,28331.68945,28541.09961,28194.07031,28513.14063,1250874300,
2019-07-09,28116.2793,28312.9707,28080.73047,28299.73047,1218475000,
2019-07-10,28204.68945,28311.7793,28144.86914,28245.08984,1013012100,
2019-07-11,28431.80078,28582.68945,28347.85938,28347.85938,1067070900,
2019-07-12,28471.61914,28603.86914,28399.66016,28401.86914,1204492700,
2019-07-15,28554.88086,28567.25,28071.18945,28303.35938,1317116400,
2019-07-16,28619.61914,28634.65039,28489.41016,28583.92969,1024681900,
2019-07-17,28593.16992,28593.16992,28377.33984,28463.76953,950441100,
